개방자치단체코드,관리번호,인허가일자,소재지전화,도로명전체주소,도로명우편번호,좌표정보(x),좌표정보(y),영업상태명,상세영업상태명,소재지전체주소,병원번호,사업장명,공지,웹사이트 링크,"제로페이, 주차",병원 소개
3130000,313000001020140004,2014.4.30,02-306-1259,"서울특별시 마포구 월드컵북로 347, 1층 (상암동)",3912,190490.4264,452676.5474,영업/정상,정상,서울특별시 마포구 상암동 115-11,412,동물병원 닥터K,,,주차,
3130000,313000001020140006,2014.6.26,02-307-3355,"서울특별시 마포구 상암산로1길 24 (상암동, 월드컵파크 4단지 상가 113-2)",3907,190097.7918,452827.1506,영업/정상,정상,서울특별시 마포구 상암동 1655,413,아프지말게 동물병원,상암월드컵파크4단지 상가 1층에 위치해있으며 주차는 상암월드컵파크4단지에 주차하시면 됩니다.  공휴일 진료는 문의바랍니다.,http://pf.kakao.com/_pnkmj,"제로페이, 주차",안녕하세요. 아프지말게 동물병원입니다. 항상 아픈 아이들을 위해서 걱정하고 고민하고 노력하겠습니다. 과잉진료 없이 정직하게 진료하겠습니다. 환자의 입장에서. 보호자의 입장에서 생각하겠습니다. 사람과 반려동물 모두가 행복하도록 노력하겠습니다. - 미용은 예약제로 운영되고 있습니다. - 주차장은 상암월드컵파크 4단지 정문 (상암중학교 옆)으로 출입하시면 됩니다. - 점심시간은 13:00~14:00시 입니다. (대기시간이 다소 길어질 수 있습니다.)
3130000,313000001020140007,2014.7.7,02-711-3375,"서울특별시 마포구 독막로 295 (염리동, 삼부골든타워106호)",4151,195162.1047,449161.45,영업/정상,정상,서울특별시 마포구 염리동 164-4,414,굿모닝 동물병원,공덕역 1번 출구로 나오셔서 도보 8분 거리,https://blog.naver.com/evaguyl,"제로페이, 주차","반려동물가족을 위한 공간, 정성을 다하는 진료 , 굿모닝동물병원입니다. 반려동물 미용(가위컷 가능)"
3130000,313000001020070007,2007.8.22,02-337-7575,"서울특별시 마포구 월드컵북로 27, 이화빌딩 (서교동)",4001,192782.1114,450515.9007,영업/정상,정상,서울특별시 마포구 서교동 447-2 이화빌딩,415,웰케어동물병원,"네비게이션에 강원도민회관 혹은 아만티호텔을 찍고 오셔야 병원 정문으로 안내됩니다. 주차장은 병원 정문앞에 마련되어있습니다 ^^  AM9:00~PM10:00 운영합니다. 진료:9시30~
",https://blog.naver.com/well_care,"제로페이, 주차",병원 근무 선생님들 모두 반려견긍정강화를 기반으로 근무하고 있습니다. 강압을 사용하지 않는 동물병원입니다. ^^
3130000,313000001020090001,2009.10.14,02-701-7580,"서울특별시 마포구 신촌로 110, 웨스턴5빌딩 지하1층, 2층, 지상 1층, 2층, 3층, 4층, 5층, 6층, 지상 8층 (노고산동)",4101,194463.4253,450323.0059,영업/정상,정상,서울특별시 마포구 노고산동 40-56 웨스턴5빌딩,416,웨스턴 동물의료센터,"2호선 신촌역 5번출구에서 직진 10미터.  365일 24시간 진료,휴일과 공휴일에는 진료비 할증",http://www.westernamc.com/,주차,"웨스턴동물의료센터는 국내 최대의 중환자 동물의료센터로서 연중 70,000건의 중환자를 치료합니다. 초 중증 심질환, 신부전, 종양, 신경계 질환과 내분비 질환을 치료하며 기형과, 신장 수술, 종양, 정형외과, 흉부와 척추. 뇌수술등 고난이도의 수술이 주요 업무입니다. 2023년 현재 수의사 47명, 총 스탭 130여 명을 구성하고 있습니다. 석/박사 학위자 25명 이상을 유지하며 수의사 대상 강의, 강사로 10여 명이 활동합니다. 매년 SCI를 비롯한 주요 학술지와 학회에 논문이 발표되는 최강의 실력을 자랑합니다. 더욱 정진하고 마음을 다하여 환자 한마리, 한마리가 건강히 회복되도록 노력하겠습니다. 웨스턴 동물의료센터에 오시는 환자와 보호자분이 행복하시길 바랍니다."
3240000,324000001019910001,1991.6.19,02-3426-5079,"서울특별시 강동구 올림픽로 793, 내호빌딩 1층 (암사동)",5241,211233.0856,449979.0122,영업/정상,정상,서울특별시 강동구 암사동 503-22 내호빌딩,417,암사동물병원,암사역 4번 출구에서 나와 180m 직진하시면 됩니다. 롯데리아 암사역점 맞은편,https://www.instagram.com/hyun_yoosoo?igshid=znvgx22jk2qq,"제로페이, 주차","25년 이상의 전문적인 진료 경험으로 반려동물과 가족분들의 행복을 책임지겠습니다. 암사동물병원에서 반려동물의 건강을 지키세요. # 진료 및 수술 전화 예약 가능 # 애견미용 전화 예약 가능 # 주차 공간 제공 # 카카오페이, 제로페이 사용 가맹점"
3130000,313000001020150001,2015.5.22,02-335-3333,서울특별시 마포구 월드컵북로12길 22 (성산동),3978,192487.7801,451087.7907,영업/정상,정상,서울특별시 마포구 성산동 17-23,418,우리동생 동물병원,"2호선 홍대입구역 2번출구에서 마을버스 06번 이용 / 경성고교입구 정류장 하차, 도보 5분 / 성산동 리치몬드 제과점 본점 근처 /",https://blog.naver.com/animalscoop,제로페이,반려동물과 행복한 세상만들기를 꿈꾸는 협동조합 동물병원입니다.
3130000,313000001020160001,2016.1.4,02-715-0075,"서울특별시 마포구 대흥로 24 (용강동, 서강빌딩(1~2층))",4162,194440.4949,448976.9837,영업/정상,정상,서울특별시 마포구 용강동 494-68,419,닥터 호오 동물병원,"대흥역 3번출구에서 600m
신석초등학교 사거리에 위치
강변북로 용강동,신수동 방향으로 나오면 150m 전방 우측에 위치",https://blog.naver.com/dr-hooh,"제로페이, 주차","*닥터호오는 예방접종, 중성화 및 각종 수술, 스케일링, 건강검진, 알러지검사, 해외출국서류등 아이들에게 필요한 진료를 받으실 수 있습니다. * 미용 및 스파는 저희 병원에서 접종 및 진료중인 아이들만 이용가능합니다."
3130000,313000001020160002,2016.1.21,02-393-3588,"서울특별시 마포구 마포대로16길 7, 영지빌딩 2층 (아현동)",4205,196089.3068,449857.4233,영업/정상,정상,서울특별시 마포구 아현동 424-14 영지빌딩,420,24시 산들산들 동물병원,,http://24sdsdah.modoo.at/,주차,
3130000,313000001020170001,2017.1.26,02-335-7577,"서울특별시 마포구 월드컵로 98 (서교동, 서현빌딩 1층)",3996,191913.1931,450573.6712,영업/정상,정상,서울특별시 마포구 서교동 5-2번지,421,푸른숲 동물병원,망원역 1번출구 도보 2분거리에 위치하고있습니다. 마포구 서교동 52 건물옆 주차 가능!  진료 접수는 마감 30분 전까지 가능합니다.,http://blog.naver.com/pureunsoopah,"제로페이, 주차",반려동물과 보호자의 건강하고 행복한 삶을 위해 노력하는 푸른숲동물병원입니다.
3130000,313000001020170003,2017.2.23,02-375-7575,"서울특별시 마포구 월드컵북로 151, 성미빌딩 1층 (성산동)",3948,192051.8371,451527.7487,영업/정상,정상,서울특별시 마포구 성산동 94-4 성미빌딩,422,라온동물병원,"[마포구 라온동물병원 찾아오시는 길]
라온동물병원은 서울 마포구 월드컵북로 151에 위치하여 있습니다.

 가좌역에서 찾아오시는 길
자차이용시 라온동물병원 건물 무료 주차 가능.
 가좌역에서 도보로 11분 602m
가좌역 1번출구로 나오신후 직진 40m

월드컵아이파크1단지아파트 방면으로
횡단보도를 건넙니다.

월드컵아이파크2단지아파트 방면으로
횡단보도를 건넙니다.

중동초교 앞까지 직진 후 라온동물병원 방면으로 횡단보도
건너시면 바로 있습니다.  진료접수는 마감시간 30분전까지 가능합니다.
",https://blog.naver.com/laonah,"제로페이, 주차","마포구 성산동에 위치한 라온동물병원입니다.
다년간의 경력을 바탕으로 반려동물의 삶의 질을 높이고 있는
마포라온동물병원은 동물외과 및 내과 진료 / 수술까지 진행하고 있습니다.

많은 아이들의 슬개골탈구 또는 십자인대 TPLO수술까지
진행하는 마포라온동물병원은 항상 보호자분들의
걱정과 자신의 반려동물을 사랑하는 마음을 담아
진료와 수술을 진행하고 있습니다.

라온동물병원의 진료는 예약제로 진행되오니 진료예약을 부탁드리며,진료접수는 마감 30분전까지 가능합니다.

항상 최선을 다하는 마포라온동물병원이 되겠습니다!
"
3090000,309000001020090001,2009.3.3,996-8275,"서울특별시 도봉구 도봉로 618, 108호 (창동)",1397,203616.9937,461894.6986,영업/정상,정상,서울특별시 도봉구 창5동 749-16번지,424,행복한동물병원,"창동 북한산 아이파크 정문 앞, 파리바게트, 신한은행 1층에 위치.",http://happyanimalclinic.modoo.at/,"제로페이, 지역화폐 (카드형), 주차","항상 보호자 분께서 만족하실 수 있게 노력하겠습니다. 여러 진단 장비를 이용한 진료, 스트레스를 덜 받는 미용, 넓은 호텔. 성심 성의껏 노력하겠습니다."
3090000,309000001020130001,2013.3.13,02-6402-0365,서울특별시 도봉구 방학로 54 (방학동),1335,204021.3916,462287.5116,영업/정상,정상,서울특별시 도봉구 방학동 713-35,425,365동물병원, 공휴일은 운영시간 변동으로 내원전 유선으로 확인해주세요,https://blog.naver.com/365ah,주차,
3170000,317000001020180001,2018.4.10,802-2811,"서울특별시 금천구 시흥대로 172, 서우빌딩 (시흥동)",8631,191374.584,438600.4096,영업/정상,정상,서울특별시 금천구 시흥동 904-6 서우빌딩,427,더조은 동물의료센터,,https://www.instagram.com/thejoeunamc,"제로페이, 주차",@ 365일 연중무휴 @ 노령견 진료전문 @ 종양 및 슬개골수술 전문 @ 대학병원급 장비 보유 @ 골드레벨 고양이친화병원 @@ 서울대학교 출신 대표원장이 정성을 다해 진료하고 있습니다.
3240000,324000001020160002,2016.6.16,02-476-3927,"서울특별시 강동구 양재대로 1299, 1층 (성내동)",5408,211745.0181,446699.1961,영업/정상,정상,서울특별시 강동구 성내동 449-13번지,428,방주동물의료센터,"스타벅스 맞은편 기아자동차 건물 1층.  일요일전화문의(호텔, 진료예약)가능/응급진료새벽1시까지",https://blog.naver.com/bangzoo_animals,"제로페이, 주차",안녕하세요. 방주동물의료센터입니다. 전화문의 및 진료예약: 02-476-3927 카카오톡 상담서비스: bangzooanimal 자세한 방주동물의료센터에 대한 정보는 http://blog.naver.com/bangzoo_animals 공지사항에서 확인해주세요.
3240000,324000001020160004,2016.10.27,02-428-1661,"서울특별시 강동구 올림픽로 787, 1층 (암사동, 태성프라자)",5241,211216.3591,449919.9804,영업/정상,정상,서울특별시 강동구 암사동 503-23번지,429,올바른동물병원,"암사역 4번 출구에서 도보 1분거리. 평일 09:30  21:00 용품판매, 주말 10:00  19:00 용품판매, 공휴일 포함",,"제로페이, 주차",암사동에 신규 오픈한 동물병원으로 최고의 실력과 최신 장비를 갖추고 귀하의 반려동물을 돌보고자 합니다.
3040000,304000001020120002,2012.5.23,457-7582,서울특별시 광진구 아차산로 537-17 (광장동),4983,208729.1704,448995.8084,영업/정상,정상,서울특별시 광진구 광장동 582,430,나루동물병원,"P. 힐스테이트아파트정문을 목적지로 두시고
도착 후 정문 경비실을 끼고 좌회전 하시면
협소하지만 지상 상가 주차장이 있습니다.

주차 후 진입로 맞은편 계단으로 내려오시면
상가로 이어집니다 .

부동산>코끼리마트>올리브영>나루동물병원

※※아파트 진입차단기로 진입하지 마십시오.※※. 월금 운영시간	09:30  20:00, 토 운영시간 09:30  18:00",https://www.instagram.com/naru_animalhospital,"제로페이, 네이버페이, 주차","※영업시간과 진료시간이 상이 하오니
반드시 확인 후 내원 부탁드립니다 .※

>> 피부레이저치료, 응급 수술, 응급 환자로 인하여
진료대기가 길어질 수 있으니
미리 전화 주시면 진료 가능한 시간을
안내해드리겠습니다^^ !

저희 나루동물병원은 피부 레이저 치료,수술전문 병원으로
서울대출신 23년차 다정하고 꼼꼼한 원장님께서
피부과,외과, 내과 진료 등, 수술을 전문으로 하고 있습니다.
또한 농림부에서 발행한 국가 자격을 보유한
동물보건사들로 의료팀이 구성되어 있습니다.
국가 최초의 1기 동물보건사들로
더욱 전문성 있는 응대와 처치가 가능합니다.

> 19년 경력의 미용 실장님들과 함께하는
편안하고 즐거운 미용시간을 경험시켜주세요~!
*미용은 예약제로 이루어집니다.*

[진료,수술과목]

<피부과 - 레이저치료전문>

-급성/만성 외이도염
-내이도염
-감염성 피부염
-아토피
-피부상처 등

<일반외과>

-중성화수술(잠복고환)
-탈장
-유선종양
-위,장관내 이물제거
-외이도전적출
-비장종양,간종양,난소종양 등..
-담낭제거술
-각종 결석 등..(신장결석,요관결석,요로결석 등)

<안과>

-각막궤양,결막이식
-안구적출
-안검종양
-내안각성형술 등..

<치과>

-스케일링
-발치
-치주농양
-치주종양 등..

<정형외과>

-골절
-전십자수술
-슬개골교정술
-고관절골두제거술 등"
3040000,304000001020120003,2012.6.12,499-7582,서울특별시 광진구 면목로 142 (중곡동),4908,207128.8984,451521.8242,영업/정상,정상,서울특별시 광진구 중곡동 193-29,431,다온동물병원,7호선 중곡역 3번출구 도보 7분거리에 있습니다.,https://blog.naver.com/daon7582,"제로페이, 주차",기찬아구찜 주차장 사용이 가능합니다 주차후 접수처에 차량번호 말씀해주시면 주차등록 해드립니다(2시간).음식점 식사까지 하시면 진료비 적립금혜택 까지 있으니 많은 이용 부탁드립니다^^
3040000,304000001020130002,2013.6.27,456-0975,서울특별시 광진구 뚝섬로52길 4 (자양동),5099,206943.8949,447730.4164,영업/정상,정상,서울특별시 광진구 자양동 606-27번지,432,자양동물병원,,https://blog.naver.com/fdgerfdger,"제로페이, 지역화폐 (카드형), 주차","<진료 우선 순위> 1. 응급진료 (응급상황시 미리 전화주시고, 병원 도착시 바로 소리쳐 알려주세요) 2. 예약진료 3. 외래진료 (선착순) ............... 99. 전화응대 (가격비교, 진료보지 않은 내용 상담, 미용 ... 등 의미가...없..) * 특정 시간 내원이 편하시거나 바쁘신분을 위해 예약제를 병행하고 있습니다. (당일 예약은 받지 않습니다. 본원 시스템상 당일 예약이 불가) * 채혈, 상담중, 수술, 환부처치 등으로 전화를 바로 받을 수 없는 상황이 있습니다. * 현재 반려동물 미용은 하지 않고 있습니다."
3040000,304000001020130003,2013.10.23,464-7588,"서울특별시 광진구 능동로 407, 2층 (중곡동)",4908,207333.6398,451464.2671,영업/정상,정상,서울특별시 광진구 중곡동 166-6번지,433,드림펫 동물병원,"중곡역 3번출구로 나오셔서 정면으로 약30m 직진후, 우측에 파리바게트건물 옆 이디야커피숍2층에 위치하고있습니다.",http://www.doggynkitty.co.kr/,,로얄캐닌 세니메드 힐스 스페시픽 처방식 사료 수의사처방식 알파벳사료 액티베이트 헤파카디오 코텍스 세라퀸 사메탑 덴티스츄 글라이코플렉스
3130000,313000001020100003,2010.11.29,02-323-8275,서울특별시 마포구 월드컵로 46 (서교동),4029,192175.3084,450127.1867,영업/정상,정상,서울특별시 마포구 서교동 444-5,434,로얄동물메디컬센터w,"지하철
합정역 9번출구 : 월드컵경기장 방향으로 500m 직진 후 우측
망원역 1번출구 : 합정역 방향으로 350m 직진 후 좌측

버스
간선 271번 : 성산초등학교 입구 버스정류장 옆
지선 7013A, 7013B : 성산초등학교 입구 버스정류장 옆.  1019 주간진료 /2306심야진료 /이외 야간진료
",https://blog.naver.com/animalmedical,"제로페이, 주차","대한민국 상위 1%의 동물의료서비스를 지향하는 동물메디컬센터W입니다. 환자의 건강을 위해 모든 가능성을 열어 놓고, 포기하지 않는 자세로 생명존중을 실현하며 편안한 의료서비스를 제공하고자 최선의 노력을 하고 있습니다. 각 분야 전문 수의사들이 연구하며, 최신 치료법과 첨단의료기기를 앞서 도입하고, 진료 과목별로 특화된 진료시스템을 구성하고 있습니다. W는 언제나 최상의 의료서비스를 제공하겠습니다. 감사합니다."
3130000,313000001020120001,2012.1.6,02-326-0275,서울특별시 마포구 포은로 64 (망원동),4018,191672.3438,450074.0837,영업/정상,정상,서울특별시 마포구 망원동 338-76,435,박효리군 동물병원,,,제로페이,
3130000,313000001020130004,2013.5.24,02-712-8875,서울특별시 마포구 삼개로 28 (도화동),4173,195267.8847,448398.4461,영업/정상,정상,서울특별시 마포구 도화동 153,436,도화동물병원,,,"제로페이, 주차",
3130000,313000001020130005,2013.6.17,02-338-2475,"서울특별시 마포구 양화로 72, 효성해링턴타워 101동 제1층 121,122호 (서교동)",4044,192571.3982,449840.2342,영업/정상,정상,서울특별시 마포구 서교동 494,437,아이엠 동물병원,"서울 마포구 양화로72 서교동 효성해링턴타워 121호
지하철 합정역 3번출구 방향 도보2분거리 (스타벅스 서교점 바로옆)
●●● 대형 병원주차장 완비 ●●●",http://www.impet.co.kr/,주차,"반려동물의 파라다이스를 꿈꾸는 착한 동물병원 *** 홍대 아이엠(I.M) 종합동물병원 본원 *** www.impet.co.kr ( 아이엠 동물병원은 국내에서 홍대, 합정역 본원이 유일합니다. 방문시 유사병원 혼동주의부탁드립니다.) - 대형 병원주차장 완비 - 세계 고양이의학 협회(ISFM) 정회원 병원 - 진료시간안내 (연중무휴) * 병원 오픈시간= AM 9시30분 ~ PM 9시 (이외 시간은 원내입원환축 관리만 진행) * 진료 업무시간= AM 10시 ~ PM 7시 * 매주 화요일은 철저한 병원관리를 위해 전체적인 멸균 및 소독일정으로 *진료외 업무만 가능합니다. ◆◆◆ 반려동물 통합 의료서비스 ◆◆◆ ● 반려동물 명품 중성화수술센터 - 첫째. 보호자와 반려동물의 복지를 위한 최저가보장수술 - 둘째. 최소절제(1cm), 최소통증, 최소염증 원칙과 완전한 수술전검사 및 대학병원급의 수술시설 - 셋째. 국내최다 연1900건 이상의 수술집도케이스의 고품격 중성화수술 - 넷째, 철저한 수술후 관리체계시스템 ● 종합진료, 고난이도 고급외과 수술센터 - 관절 성형기술 특화병원, 슬개골 탈구 수술 전문 - 대학병원급의 진단 및 치료장비 - 강아지/고양이 전문 심화진료 - 예방의학, 피부과, 비뇨기과, 일반내과, 내분비내과, 순환기내과, 치과 등 심화전문진료 - 안과, 산과, 일반외과, 정형외과 탈구, 골절 등의 고난이도 수술전문 - 대학원, UC davis출신 외과,내과 등 최상급의 전문진료의 - 방사선과 최신영상장비 도입 및 24시간 입원치료가능 - 대학병원 연계진료시스템 구축 ● 서울서부권 특수동물 전문진료센터 - 고슴도치, 햄스터,기니피그, 조류, 토끼, 거북이 등의 파충류 전문진료 ● 미용, 용품펫샵, 호텔 - 미용대회출신 미용사 - 철저한 위생관리로 미용후 트러블 최소화 원칙. - 스트레스제로 안전한 고양이 명품수면미용 - 매일 소독되는 엄격한 소독멸균 입원, 호텔시스템 - 다양한 각종 반려동물 고급용품매장 - 철저한 용품 품질관리, 매장전문매니져 상주 최고의 의료진, 최상의 서비스, 착한가격 으로 항상 변하지 않는 동물병원으로 남겠습니다. - 아이엠 동물병원 일동 드림"
3130000,313000001020130006,2013.7.3,02-701-0705,"서울특별시 마포구 만리재로 15, 제일빌딩 108, 109호 (공덕동)",4214,195748.0644,449145.5788,영업/정상,정상,서울특별시 마포구 공덕동 256-13 제일빌딩,438,공덕 건강한 동물병원,"공덕시장 바로 옆, 만리재 초입
1. 지하철 이용 시
5호선 공덕역 5번출구에서 나오시는 방향 100m 가량 쭉 걸어오셔서 가장 먼저 보이는 가장 먼저 보이는 컴포즈 커피 건물 1층에 위치하고 있습니다.
2. 버스 이용시
공덕 오거리 하차 하셔서 대각선 올리브영 방향으로 건너신 후 직진 수협은행 맞은편 가장 먼저 보이는 컴포즈 커피 건물 1층에 위치하고 있습니다.

서울 역에서 4분 거리
공덕 걸어서 1분 거리
마포에서 10분거리",https://blog.naver.com/kitchen2986,"제로페이, 지역화폐 (카드형), 간편결제, 주차","*반려동물이 받을 수 있는 최고의 전문 케어를 약속합니다. *모든 반려동물들이 건강할 수 있도록 쉽고 빠르게, 정직한 도움 약속드립니다. *서울대 동물병원 임상병리 팀장 출신 *15년 경력의 내과 전공 수의사가 섬세하게 관리해주는 종양환자 진료. *세포학 검사,종양환자 케어 전문 수의 피부학회 강의 경험 다수 2009년부터 15년 이상의 경력을 쌓아온 서울 건강한 동물병원입니다. 9마리의 노령견과 노령묘의 삶의 마지막 순간까지 함께한 경험이 있어 반려동물과 그들의 가족에 대한 깊은 이해와 공감을 담아 과잉진료 없이 진심으로 케어합니다. [유년부터 노령까지 우리 아이를 가장 잘 아는 건강한 동물병원] [공덕 건강한 동물병원은 반려동물의 회복을 최우선으로 생각하며, 각종 질병의 진단부터 치료, 재활까지 원스톱으로 해결합니다] [치과의사이자 수의사인 원장님이 전문 치과케어 서비스] [합정역 강아지,고양이 스케일링 전문] [기본 15년 이상의 의료진이 구성되있어 기본진료,건강검진은 놓치지 않습니다.] [마포구 피부종양,항암 가장 높은 전문성 보유] 건강한동물병원은 오로지 반려동물만을 위한 병원입니다. 소중한 가족이 필요로 하는 순간에 언제나 최선을 다해 도움을 드리겠습니다."
3130000,313000001020130001,2013.3.15,02-713-8275,"서울특별시 마포구 백범로31길 7, 101동 104,105호 (공덕동, 공덕SK리더스뷰)",4147,195405.1577,449263.2176,영업/정상,정상,서울특별시 마포구 공덕동 385-65 공덕SK리더스뷰,439,힐링 24시 동물병원,공덕역 2번 출구 도보 3분거리입니다. 101동 1층 상가 출입구 들어오셔서 엘리베이터로 한층 올라오시면됩니다,https://blog.naver.com/mapo_healing,"제로페이, 주차","-서울대 수의학과 출신 -로얄동물메디컬센터 근무 수의사 힐링동물병원 대표원장 채광춘입니다. 12년간 진행한 2,000건의 마취 경험 중 단 1번의 사고도 없는 실력 있는 동물병원으로 소문난 덕분에 재방문 보호자 비율 90%를 달성하였습니다. 3,000건의 마취, 수술 무사고로 쌓은 경험을 바탕으로 정확한 진단을 내리고, 보호자님이 납득할 때 아이에게 꼭 필요한 검사를 진행하며 아이들이 더 건강하게 자랄 수 있도록 돕겠습니다. ※카카오톡 채널에서 마포힐링동물병원 검색, 친구 추가 하시면 자세한 상담이 가능합니다. ---------------------------------------------------- 저희 힐링동물병원에서는 아래 2가지 진료철학을 추구합니다. 1. 꼭 필요한 검사만 권해드립니다. 원장님께서 불필요한 검사는 하지 않고 지켜보자고 하셔서 너무 좋습니다. 과잉진료 없이 보호자에게 여러 선택권을 주셔서 더욱 믿음이 갑니다. 저희 힐링동물병원을 다녀가신 보호자님들의 말씀입니다. 보호자분들이 알려주신 정보를 바탕으로 제 경험과 지식을 통해 정확한 진단을 내리려고 합니다. 이때도 왜 이 검사가 필요한지 보호자님께 정확하게 전달을 하고 선택권을 드리고 있습니다. 제가 12년간 진행한 2,000건의 마취, 수술 도중 단 한 번도 사고가 발생한 적이 없습니다. 그만큼 정확하게 진단하고 치료 성공률 역시 높다고 자부할 수 있습니다. 2. 오직 생명을 살리겠다는 일념으로 치료합니다. 12년간 수의사로 근무하며, 제가 지키는 원칙 1가지가 있습니다. 아프다고 말하지 못하는 아이를 진료할 때 내가 놓치는 곳은 없을까 꼼꼼히 진료하는 것인데요. 시간이 걸리더라도 보호자 분과 충분히 소통 후 아이의 상태를 진단하고, 보호자분께 거짓 없이 솔직하게 공유드리자.를 되새기며 보호자님과 소통과 신뢰를 바탕으로 진료합니다. 제가 완벽주의 성향으로 진료시간이 길어질 때도 있지만, 저의 신념으로 보호자 재방문율 90%를 달성한 것 같습니다. 앞으로도 2가지 가치를 지키며 진심을 다해 아이들이 더 건강하게 자랄 수 있도록 최선을 다해 진료하겠습니다. -힐링동물병원 대표원장"
3040000,304000001020080003,2008.7.29,464-2748,서울특별시 광진구 뚝섬로 462 (자양동),5081,205390.4633,448294.6652,영업/정상,정상,서울특별시 광진구 자양동 236-127,440,노룬산동물병원,"영동대교 북단 사거리 우회전 10m
건대역 5번출구로 나와서 우회전 이슈팬시점 앞에서 240번 2224번 버스로 3정거장(노룬산시장역)에서 하차. 버스 진행방으로 도보시 길건너에서 보입니다. 미용시간 10:00  18:00",,"제로페이, 주차","강아지, 고양이 및 토끼진료 병원입니다. 건물 옆 주차 가능하고, 미용 가능합니다."
3240000,324000001020180004,2018.7.26,02-486-4252,"서울특별시 강동구 천호대로 1186, 원경빌딩 102호 (둔촌동)",5361,212589.7435,447977.5928,영업/정상,정상,서울특별시 강동구 둔촌동 53번지 원경빌딩,441,김태화동물병원,,,,
3190000,319000001019990001,1999.1.25,02-586-8275,서울특별시 동작구 남부순환로 2051 (사당동),,197865.1538,441627.4366,영업/정상,정상,서울특별시 동작구 사당동 1047-44번지,442,사당동물병원,,https://blog.naver.com/sadang7582,"제로페이, 주차","친절하고 동물을 사랑하는 오랜 역사와 전통의 사당동물병원입니다! 아이들을 배려하며 최선을 다해 꼼꼼히 진료 봐드립니다. 진료 및 애견 미용 예약 가능합니다 -스포팅 -전체미용 -부분미용, 목욕 등등 (kg당 가격 금액 상담) 도보: 사당역 7번 출구에서 379m 주차: 사당 제2호 공영주차장에서 200m 사당 제 1호, 2호 공영주차장 이용 시 1시간 무료이용"
3240000,324000001020030009,2003.3.7,02-488-7510,서울특별시 강동구 구천면로 322 (천호동),5309,211916.2289,449541.3756,영업/정상,정상,서울특별시 강동구 천호동 233-145 19통4반,443,CH동물병원,,https://blog.naver.com/chlea,"제로페이, 주차",강동구 천호동에 위치한 CH 동물병원입니다. 2003년 개원 후 꾸준히 고양이 강아지 치료에 대해 투자와 연구를 하는 병원입니다 . 후회없는 최선를 다하는 동물병원이 되겠습니다.
3240000,324000001020170004,2017.10.10,02-476-7582,"서울특별시 강동구 양재대로 1603, 약제빌딩 1층 (천호동)",5306,212597.7852,449625.3061,영업/정상,정상,서울특별시 강동구 천호동 25-15 약제빌딩,444,안단테 동물의료센터,"주차는 병원 앞, 지하, 건물 뒷편을 이용하시면 됩니다.",https://andantemc.creatorlink.net/,"제로페이, 주차","시간을 들여 정성스레 치료하는 곳 정직함으로 신뢰를 쌓아온 곳 모두가 치료를 포기하는 순간 새로운 치료를 시작하는 곳 본원은 대학병원, 2차병원 과장 출신 내과, 외과 전문 의료진이 상주하며 첨단 장비를 통한 정확한 진단과 최신 지견을 토대로 진료합니다. [진료 시간] - 평일 : am 10:00 ~ pm 08:00 - 주말 : am 10:00 ~ pm 05:00 - 점심 : pm 01:00 ~ pm 02:00 (예약 및 응급진료 우선) [진료 과목] - 슬개골/십자인대 (TPLO) 수술 전문 - 노령 심장, 신장 특화 진료 - 고양이 특화 진료 (ISFM 인증병원) - 동물한방치료 (양.한방 협진 진료) - 종양 외과/내과 전문 의료진 상주 [상담 문의] - 전화 상담 - 카카오톡 채널 (@안단테동물병원) - 주치의 선생님과 실시간 상담이 가능합니다"
